 
# QPROP Version 1.22
# 
# T28 Trojan Prop                                                                 
# 
# CobraCM2217-26 Brushless DC Motor                                               
#   0.17900      Rmotor (Ohms)                  
#   0.36000      Io     (Amps)                  
#    6.9500      Kv     (rpm/Volt)              
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
   34.000   9500.      0.000  -7.456     -0.1037      -103.1    1366.957    0.2846  -0.2651   2.4582   0.22425 -0.7258E-02 -0.6621E-03  -2.5489  -0.6517   389.0      -253.5      -0.1181  0.1789E-01
   36.000   9500.      0.000  -10.57     -0.2100      -208.9    1366.944    0.2072  -0.7378   1.8212   0.23745 -0.1029E-01 -0.1341E-02  -3.4499  -1.3437   283.2      -380.5      -0.1687  0.1853E-01
   38.000   9500.      0.000  -13.76     -0.3261      -324.5    1366.928    0.1226  -1.9355   1.6116   0.25064 -0.1339E-01 -0.2083E-02  -4.2938  -3.1193   167.6      -522.9      -0.2198  0.1925E-01
   40.000   9500.      0.000  -17.03     -0.4524      -450.0    1366.912    0.0308 -10.7003   1.5135   0.26383 -0.1657E-01 -0.2889E-02  -5.0858 -16.1943   42.06      -681.1      -0.2712  0.2004E-01
   42.000   9500.      0.000  -20.37     -0.5890      -585.9    1366.894   -0.0687   6.2433   1.4601   0.27702 -0.1983E-01 -0.3762E-02  -5.8305   9.1155  -93.85      -855.5      -0.3229  0.2092E-01
   44.000   9500.      0.000  -23.78     -0.7363      -732.5    1366.875   -0.1759   3.0472   1.4287   0.29021 -0.2315E-01 -0.4703E-02  -6.5324   4.3537  -240.4      -1046.      -0.3748  0.2186E-01

    2.000  0.1000E+05  0.000   33.49      0.6749       706.7    1439.001    0.8512   0.5770   0.0948   0.01253  0.2942E-01  0.3890E-02  25.4474   0.0547   1225.       66.98       0.5509  0.2128E-01
    4.000  0.1000E+05  0.000   31.84      0.6672       698.7    1439.000    0.8456   0.5742   0.1823   0.02506  0.2797E-01  0.3846E-02  22.9879   0.1047   1217.       127.3       0.5227  0.2041E-01
    6.000  0.1000E+05  0.000   30.12      0.6546       685.5    1438.999    0.8364   0.5695   0.2636   0.03760  0.2646E-01  0.3774E-02  20.6433   0.1501   1204.       180.7       0.4932  0.1887E-01
    8.000  0.1000E+05  0.000   28.25      0.6412       671.5    1438.997    0.8267   0.5645   0.3366   0.05013  0.2482E-01  0.3696E-02  18.3842   0.1900   1190.       226.0       0.4616  0.1820E-01
   10.000  0.1000E+05  0.000   26.29      0.6204       649.7    1438.994    0.8115   0.5563   0.4047   0.06266  0.2310E-01  0.3576E-02  16.2343   0.2251   1168.       262.9       0.4282  0.1653E-01
   12.000  0.1000E+05  0.000   24.16      0.5986       626.8    1438.991    0.7957   0.5475   0.4626   0.07519  0.2123E-01  0.3451E-02  14.1669   0.2533   1145.       290.0       0.3927  0.1614E-01
   14.000  0.1000E+05  0.000   21.94      0.5725       599.6    1438.988    0.7767   0.5364   0.5124   0.08772  0.1928E-01  0.3300E-02  12.2111   0.2749   1118.       307.2       0.3558  0.1583E-01
   16.000  0.1000E+05  0.000   19.63      0.5418       567.3    1438.984    0.7543   0.5227   0.5535   0.10026  0.1724E-01  0.3123E-02  10.3662   0.2893   1085.       314.0       0.3175  0.1559E-01
   18.000  0.1000E+05  0.000   17.21      0.5058       529.7    1438.979    0.7281   0.5055   0.5850   0.11279  0.1512E-01  0.2916E-02   8.6304   0.2957   1048.       309.9       0.2780  0.1543E-01
   20.000  0.1000E+05  0.000   14.71      0.4641       486.0    1438.974    0.6978   0.4841   0.6051   0.12532  0.1292E-01  0.2676E-02   7.0007   0.2929   1004.       294.1       0.2373  0.1535E-01
   22.000  0.1000E+05  0.000   12.10      0.4163       435.9    1438.968    0.6630   0.4569   0.6107   0.13785  0.1063E-01  0.2400E-02   5.4732   0.2791   954.0       266.2       0.1954  0.1536E-01
   24.000  0.1000E+05  0.000   9.405      0.3617       378.8    1438.961    0.6233   0.4224   0.5959   0.15038  0.8262E-02  0.2085E-02   4.0435   0.2517   896.8       225.7       0.1524  0.1543E-01
   26.000  0.1000E+05  0.000   6.617      0.3000       314.1    1438.952    0.5783   0.3775   0.5476   0.16291  0.5813E-02  0.1729E-02   2.7063   0.2067   832.2       172.0       0.1084  0.1559E-01
   28.000  0.1000E+05  0.000   3.739      0.2307       241.6    1438.943    0.5279   0.3180   0.4334   0.17545  0.3284E-02  0.1330E-02   1.4560   0.1378   759.6       104.7       0.0635  0.1582E-01
   30.000  0.1000E+05  0.000  0.7729      0.1534       160.6    1438.933    0.4716   0.2367   0.1444   0.18798  0.6790E-03  0.8841E-03   0.2868   0.0342   678.6       23.19       0.0177  0.1613E-01
   32.000  0.1000E+05  0.000  -2.279      0.6763E-01   70.83    1438.922    0.4092   0.1203  -1.0296   0.20051 -0.2002E-02  0.3899E-03  -0.8069  -0.1238   588.8      -72.92      -0.0288  0.1652E-01
   34.000  0.1000E+05  0.000  -5.414     -0.2691E-01  -28.18    1438.910    0.3404  -0.0575   6.5314   0.21304 -0.4756E-02 -0.1551E-03  -1.8309  -0.3758   489.8      -184.1      -0.0760  0.1698E-01
   36.000  0.1000E+05  0.000  -8.631     -0.1306      -136.8    1438.896    0.2649  -0.3589   2.2713   0.22557 -0.7583E-02 -0.7531E-03  -2.7906  -0.8152   381.2      -310.7      -0.1237  0.1751E-01
   38.000  0.1000E+05  0.000  -11.93     -0.2439      -255.4    1438.882    0.1825  -0.9726   1.7748   0.23811 -0.1048E-01 -0.1406E-02  -3.6912  -1.7262   262.6      -453.3      -0.1720  0.1811E-01
   40.000  0.1000E+05  0.000  -15.30     -0.3670      -384.3    1438.866    0.0929  -2.8743   1.5930   0.25064 -0.1344E-01 -0.2115E-02  -4.5378  -4.5787   133.7      -612.2      -0.2207  0.1878E-01
   42.000  0.1000E+05  0.000  -18.76     -0.5002      -523.8    1438.848   -0.0040  90.0799   1.5039   0.26317 -0.1648E-01 -0.2883E-02  -5.3350 135.4737  -5.815      -787.8      -0.2698  0.1952E-01
   44.000  0.1000E+05  0.000  -22.28     -0.6438      -674.2    1438.830   -0.1086   4.3153   1.4542   0.27570 -0.1958E-01 -0.3711E-02  -6.0871   6.2755  -156.2      -980.5      -0.3192  0.2032E-01

    2.000  0.1050E+05  0.000   37.16      0.7451       819.2    1510.953    0.9023   0.6009   0.0907   0.01194  0.2961E-01  0.3896E-02  26.9035   0.0545   1363.       74.31       0.5544  0.2091E-01
    4.000  0.1050E+05  0.000   35.42      0.7370       810.3    1510.952    0.8964   0.5983   0.1748   0.02387  0.2822E-01  0.3853E-02  24.4342   0.1046   1354.       141.7       0.5275  0.2009E-01
    6.000  0.1050E+05  0.000   33.62      0.7240       796.0    1510.950    0.8869   0.5940   0.2534   0.03581  0.2679E-01  0.3785E-02  22.0775   0.1505   1340.       201.7       0.4996  0.1857E-01
    8.000  0.1050E+05  0.000   31.67      0.7102       780.9    1510.948    0.8769   0.5894   0.3245   0.04774  0.2524E-01  0.3713E-02  19.7972   0.1912   1325.       253.4       0.4696  0.1793E-01
   10.000  0.1050E+05  0.000   29.65      0.6891       757.7    1510.946    0.8616   0.5821   0.3912   0.05968  0.2362E-01  0.3603E-02  17.6284   0.2277   1302.       296.5       0.4382  0.1625E-01
   12.000  0.1050E+05  0.000   27.43      0.6672       733.6    1510.943    0.8456   0.5742   0.4487   0.07161  0.2186E-01  0.3488E-02  15.5284   0.2577   1278.       329.2       0.4046  0.1586E-01
   14.000  0.1050E+05  0.000   25.12      0.6410       704.8    1510.939    0.8265   0.5644   0.4990   0.08355  0.2002E-01  0.3352E-02  13.5344   0.2816   1249.       351.7       0.3697  0.1554E-01
   16.000  0.1050E+05  0.000   22.72      0.6103       671.1    1510.935    0.8042   0.5523   0.5416   0.09548  0.1810E-01  0.3191E-02  11.6462   0.2991   1215.       363.5       0.3335  0.1529E-01
   18.000  0.1050E+05  0.000   20.21      0.5746       631.8    1510.931    0.7782   0.5373   0.5760   0.10742  0.1611E-01  0.3004E-02   9.8624   0.3095   1176.       363.9       0.2962  0.1511E-01
   20.000  0.1050E+05  0.000   17.62      0.5333       586.4    1510.925    0.7481   0.5188   0.6008   0.11935  0.1404E-01  0.2788E-02   8.1809   0.3117   1130.       352.3       0.2578  0.1501E-01
   22.000  0.1050E+05  0.000   14.92      0.4861       534.5    1510.919    0.7138   0.4956   0.6142   0.13129  0.1189E-01  0.2542E-02   6.5984   0.3044   1078.       328.3       0.2183  0.1498E-01
   24.000  0.1050E+05  0.000   12.13      0.4324       475.4    1510.912    0.6747   0.4664   0.6125   0.14322  0.9668E-02  0.2261E-02   5.1113   0.2856   1019.       291.2       0.1777  0.1501E-01
   26.000  0.1050E+05  0.000   9.251      0.3718       408.8    1510.904    0.6306   0.4290   0.5884   0.15516  0.7371E-02  0.1944E-02   3.7151   0.2525   952.7       240.5       0.1362  0.1511E-01
   28.000  0.1050E+05  0.000   6.278      0.3038       334.0    1510.895    0.5811   0.3805   0.5262   0.16709  0.5002E-02  0.1588E-02   2.4050   0.2002   878.0       175.8       0.0939  0.1528E-01
   30.000  0.1050E+05  0.000   3.215      0.2280       250.8    1510.886    0.5260   0.3155   0.3846   0.17903  0.2562E-02  0.1192E-02   1.1759   0.1214   794.7       96.45       0.0506  0.1552E-01
   32.000  0.1050E+05  0.000  0.6420E-01  0.1442       158.5    1510.875    0.4649   0.2257   0.0130   0.19096  0.5116E-04  0.7537E-03   0.0224   0.0029   702.4       2.054       0.0067  0.1583E-01
   34.000  0.1050E+05  0.000  -3.172      0.5172E-01   56.87    1510.863    0.3976   0.0947  -1.8966   0.20290 -0.2528E-02  0.2704E-03  -1.0604  -0.1795   600.8      -107.9      -0.0379  0.1620E-01
   36.000  0.1050E+05  0.000  -6.493     -0.4964E-01  -54.58    1510.849    0.3239  -0.1115   4.2824   0.21483 -0.5174E-02 -0.2596E-03  -2.0778  -0.4777   489.3      -233.7      -0.0832  0.1664E-01
   38.000  0.1050E+05  0.000  -9.896     -0.1603      -176.2    1510.835    0.2434  -0.4793   2.1339   0.22677 -0.7885E-02 -0.8380E-03  -3.0347  -1.0228   367.7      -376.0      -0.1289  0.1714E-01
   40.000  0.1050E+05  0.000  -13.38     -0.2805      -308.4    1510.819    0.1559  -1.3098   1.7352   0.23870 -0.1066E-01 -0.1467E-02  -3.9357  -2.2727   235.5      -535.2      -0.1752  0.1771E-01
   42.000  0.1050E+05  0.000  -16.94     -0.4106      -451.5    1510.802    0.0612  -4.8862   1.5760   0.25064 -0.1350E-01 -0.2147E-02  -4.7855  -7.7008   92.40      -711.5      -0.2218  0.1834E-01
   44.000  0.1050E+05  0.000  -20.58     -0.5509      -605.8    1510.784   -0.0410   9.7901   1.4950   0.26257 -0.1640E-01 -0.2880E-02  -5.5881  14.6360  -61.87      -905.6      -0.2688  0.1903E-01

    2.000  0.1100E+05  0.000   41.04      0.8193       943.8    1582.905    0.9563   0.6235   0.0870   0.01139  0.2980E-01  0.3903E-02  28.3693   0.0542   1514.       82.08       0.5580  0.2056E-01
    4.000  0.1100E+05  0.000   39.22      0.8108       934.0    1582.904    0.9501   0.6210   0.1679   0.02279  0.2847E-01  0.3863E-02  25.8910   0.1043   1504.       156.9       0.5322  0.1978E-01
    6.000  0.1100E+05  0.000   37.31      0.8001       921.6    1582.903    0.9423   0.6179   0.2429   0.03418  0.2709E-01  0.3812E-02  23.5088   0.1501   1492.       223.8       0.5054  0.1904E-01
    8.000  0.1100E+05  0.000   35.31      0.7832       902.2    1582.900    0.9300   0.6128   0.3131   0.04557  0.2563E-01  0.3731E-02  21.2233   0.1919   1472.       282.5       0.4771  0.1767E-01
   10.000  0.1100E+05  0.000   33.18      0.7640       880.1    1582.898    0.9161   0.6069   0.3771   0.05696  0.2409E-01  0.3640E-02  19.0262   0.2289   1450.       331.8       0.4473  0.1661E-01
   12.000  0.1100E+05  0.000   30.91      0.7396       852.0    1582.895    0.8983   0.5992   0.4354   0.06836  0.2244E-01  0.3523E-02  16.9079   0.2609   1422.       370.9       0.4156  0.1560E-01
   14.000  0.1100E+05  0.000   28.51      0.7133       821.7    1582.891    0.8792   0.5905   0.4858   0.07975  0.2070E-01  0.3398E-02  14.8787   0.2868   1392.       399.2       0.3825  0.1528E-01
   16.000  0.1100E+05  0.000   26.02      0.6826       786.3    1582.887    0.8568   0.5798   0.5294   0.09114  0.1889E-01  0.3252E-02  12.9504   0.3069   1356.       416.3       0.3482  0.1503E-01
   18.000  0.1100E+05  0.000   23.42      0.6470       745.2    1582.883    0.8309   0.5667   0.5657   0.10253  0.1701E-01  0.3082E-02  11.1222   0.3206   1315.       421.6       0.3129  0.1483E-01
   20.000  0.1100E+05  0.000   20.73      0.6060       698.0    1582.877    0.8010   0.5505   0.5940   0.11393  0.1505E-01  0.2887E-02   9.3924   0.3270   1268.       414.7       0.2765  0.1470E-01
   22.000  0.1100E+05  0.000   17.95      0.5592       644.2    1582.871    0.7670   0.5306   0.6129   0.12532  0.1303E-01  0.2664E-02   7.7584   0.3252   1214.       394.8       0.2391  0.1464E-01
   24.000  0.1100E+05  0.000   15.06      0.5063       583.2    1582.864    0.7285   0.5058   0.6200   0.13671  0.1094E-01  0.2412E-02   6.2172   0.3136   1153.       361.6       0.2008  0.1464E-01
   26.000  0.1100E+05  0.000   12.09      0.4465       514.4    1582.856    0.6850   0.4744   0.6110   0.14810  0.8777E-02  0.2127E-02   4.7651   0.2899   1084.       314.3       0.1615  0.1469E-01
   28.000  0.1100E+05  0.000   9.020      0.3797       437.4    1582.848    0.6364   0.4342   0.5774   0.15950  0.6549E-02  0.1809E-02   3.3979   0.2507   1007.       252.6       0.1214  0.1481E-01
   30.000  0.1100E+05  0.000   5.860      0.3054       351.7    1582.838    0.5822   0.3817   0.4998   0.17089  0.4254E-02  0.1455E-02   2.1110   0.1908   921.6       175.8       0.0805  0.1499E-01
   32.000  0.1100E+05  0.000   2.610      0.2231       257.0    1582.827    0.5224   0.3108   0.3250   0.18228  0.1895E-02  0.1063E-02   0.8998   0.1010   826.8       83.52       0.0388  0.1523E-01
   34.000  0.1100E+05  0.000 -0.7279      0.1325       152.6    1582.816    0.4564   0.2113  -0.1621   0.19367 -0.5285E-03  0.6313E-03  -0.2404  -0.0343   722.5      -24.75      -0.0035  0.1554E-01
   36.000  0.1100E+05  0.000  -4.152      0.3327E-01   38.33    1582.803    0.3842   0.0630  -3.8999   0.20507 -0.3014E-02  0.1585E-03  -1.3143  -0.2458   608.1      -149.5      -0.0464  0.1591E-01
   38.000  0.1100E+05  0.000  -7.660     -0.7500E-01  -86.39    1582.789    0.3054  -0.1787   3.3695   0.21646 -0.5562E-02 -0.3573E-03  -2.3266  -0.6022   483.4      -291.1      -0.0899  0.1633E-01
   40.000  0.1100E+05  0.000  -11.25     -0.1926      -221.9    1582.773    0.2198  -0.6377   2.0284   0.22785 -0.8169E-02 -0.9176E-03  -3.2816  -1.2936   347.9      -450.1      -0.1338  0.1681E-01
   42.000  0.1100E+05  0.000  -14.92     -0.3199      -368.5    1582.757    0.1272  -1.8307   1.7010   0.23925 -0.1084E-01 -0.1524E-02  -4.1838  -3.1140   201.3      -626.8      -0.1782  0.1734E-01
   44.000  0.1100E+05  0.000  -18.68     -0.4571      -526.6    1582.739    0.0273 -12.1903   1.5605   0.25064 -0.1356E-01 -0.2178E-02  -5.0371 -19.0234   43.20      -821.8      -0.2229  0.1793E-01

    2.000  0.1150E+05  0.000   45.14      0.8978       1081.    1654.858    1.0134   0.6447   0.0835   0.01090  0.2999E-01  0.3913E-02  29.8456   0.0538   1677.       90.29       0.5616  0.2025E-01
    4.000  0.1150E+05  0.000   43.23      0.8889       1070.    1654.857    1.0069   0.6424   0.1615   0.02179  0.2872E-01  0.3874E-02  27.3587   0.1038   1666.       172.9       0.5369  0.1950E-01
    6.000  0.1150E+05  0.000   41.24      0.8777       1057.    1654.855    0.9988   0.6395   0.2341   0.03269  0.2739E-01  0.3826E-02  24.9632   0.1497   1653.       247.4       0.5112  0.1879E-01
    8.000  0.1150E+05  0.000   39.16      0.8603       1036.    1654.853    0.9861   0.6349   0.3024   0.04359  0.2601E-01  0.3750E-02  22.6628   0.1920   1632.       313.3       0.4843  0.1743E-01
   10.000  0.1150E+05  0.000   36.96      0.8408       1013.    1654.850    0.9719   0.6295   0.3650   0.05449  0.2455E-01  0.3665E-02  20.4462   0.2298   1608.       369.6       0.4560  0.1637E-01
   12.000  0.1150E+05  0.000   34.61      0.8161       982.8    1654.847    0.9539   0.6226   0.4226   0.06538  0.2299E-01  0.3557E-02  18.3048   0.2631   1579.       415.3       0.4259  0.1536E-01
   14.000  0.1150E+05  0.000   32.12      0.7896       950.9    1654.844    0.9347   0.6148   0.4729   0.07628  0.2133E-01  0.3442E-02  16.2431   0.2907   1547.       449.6       0.3944  0.1505E-01
   16.000  0.1150E+05  0.000   29.53      0.7587       913.7    1654.840    0.9122   0.6053   0.5171   0.08718  0.1962E-01  0.3307E-02  14.2777   0.3130   1510.       472.5       0.3618  0.1478E-01
   18.000  0.1150E+05  0.000   26.84      0.7231       870.9    1654.835    0.8863   0.5938   0.5549   0.09808  0.1783E-01  0.3152E-02  12.4082   0.3294   1467.       483.2       0.3283  0.1457E-01
   20.000  0.1150E+05  0.000   24.06      0.6823       821.7    1654.830    0.8566   0.5797   0.5856   0.10897  0.1598E-01  0.2974E-02  10.6332   0.3395   1418.       481.2       0.2937  0.1442E-01
   22.000  0.1150E+05  0.000   21.18      0.6359       765.9    1654.824    0.8228   0.5624   0.6085   0.11987  0.1407E-01  0.2772E-02   8.9509   0.3422   1362.       466.0       0.2582  0.1434E-01
   24.000  0.1150E+05  0.000   18.21      0.5835       702.7    1654.817    0.7847   0.5412   0.6218   0.13077  0.1209E-01  0.2543E-02   7.3588   0.3365   1299.       436.9       0.2218  0.1431E-01
   26.000  0.1150E+05  0.000   15.13      0.5246       631.7    1654.809    0.7418   0.5146   0.6229   0.14166  0.1005E-01  0.2286E-02   5.8536   0.3206   1228.       393.5       0.1846  0.1433E-01
   28.000  0.1150E+05  0.000   11.97      0.4587       552.4    1654.800    0.6938   0.4811   0.6067   0.15256  0.7951E-02  0.1999E-02   4.4319   0.2919   1148.       335.1       0.1465  0.1441E-01
   30.000  0.1150E+05  0.000   8.711      0.3855       464.3    1654.791    0.6406   0.4380   0.5629   0.16346  0.5787E-02  0.1680E-02   3.0896   0.2465   1060.       261.3       0.1077  0.1454E-01
   32.000  0.1150E+05  0.000   5.362      0.3047       366.9    1654.780    0.5817   0.3811   0.4677   0.17436  0.3562E-02  0.1328E-02   1.8227   0.1782   962.6       171.6       0.0681  0.1473E-01
   34.000  0.1150E+05  0.000   1.922      0.2157       259.8    1654.769    0.5170   0.3037   0.2516   0.18525  0.1277E-02  0.9403E-03   0.6268   0.0764   855.5       65.36       0.0279  0.1497E-01
   36.000  0.1150E+05  0.000  -1.605      0.1184       142.5    1654.756    0.4461   0.1931  -0.4054   0.19615 -0.1066E-02  0.5159E-03  -0.5024  -0.0783   738.3      -57.79      -0.0129  0.1527E-01
   38.000  0.1150E+05  0.000  -5.220      0.1221E-01   14.71    1654.742    0.3689   0.0241 -13.4847   0.20705 -0.3467E-02  0.5324E-04  -1.5691  -0.3249   610.4      -198.3      -0.0543  0.1563E-01
   40.000  0.1150E+05  0.000  -8.919     -0.1031      -124.1    1654.727    0.2850  -0.2632   2.8744   0.21795 -0.5925E-02 -0.4492E-03  -2.5776  -0.7565   471.6      -356.7      -0.0961  0.1603E-01
   42.000  0.1150E+05  0.000  -12.70     -0.2278      -274.3    1654.711    0.1942  -0.8534   1.9448   0.22884 -0.8437E-02 -0.9928E-03  -3.5318  -1.6598   321.4      -533.5      -0.1384  0.1649E-01
   44.000  0.1150E+05  0.000  -16.57     -0.3622      -436.2    1654.694    0.0964  -2.7349   1.6710   0.23974 -0.1100E-01 -0.1579E-02  -4.4358  -4.5702   159.5      -728.9      -0.1811  0.1700E-01

    2.000  0.1200E+05  0.000   49.48      0.9807       1232.    1726.811    1.0738   0.6647   0.0803   0.01044  0.3019E-01  0.3926E-02  31.3332   0.0534   1854.       98.96       0.5654  0.1995E-01
